,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,month,year,vwap,Day_Perc_Change,Trend
0,MARUTI,EQ,2017-05-15,6730.2,6759.4,6839.1,6733.45,6824.0,6823.9,6796.84,336356,2286157837.9,31377,154743,46.01,5,2017,6796.84,0.0,Slight or No change
1,MARUTI,EQ,2017-05-16,6823.9,6850.0,6977.55,6830.0,6968.4,6953.95,6902.22,707624,4884173800.35,49047,360641,50.97,5,2017,6868.268013103699,1.90580166766805,Positive
2,MARUTI,EQ,2017-05-17,6953.95,6950.0,6979.0,6885.85,6945.0,6958.2,6931.6,445461,3087757535.3,65280,260033,58.37,5,2017,6887.209300616809,0.06111634394840859,Slight or No change
3,MARUTI,EQ,2017-05-18,6958.2,6918.3,6948.0,6814.45,6822.0,6831.05,6869.68,406814,2794683945.35,37063,188907,46.44,5,2017,6883.448643478857,-1.8273404041274977,Negative
4,MARUTI,EQ,2017-05-19,6831.05,6854.8,6893.9,6691.55,6756.3,6790.55,6791.6,552223,3750475037.3,64293,234662,42.49,5,2017,6862.733352817547,-0.5928810358583281,Slight negative
5,MARUTI,EQ,2017-05-22,6790.55,6803.95,6843.95,6689.25,6694.3,6701.7,6732.22,327493,2204755982.95,36146,158645,48.44,5,2017,6847.336142452497,-1.3084359882483798,Negative
6,MARUTI,EQ,2017-05-23,6701.7,6765.0,6910.0,6743.65,6867.95,6878.85,6855.36,956457,6556860387.15,98981,414258,43.31,5,2017,6849.392303942635,2.6433591476789475,Positive
7,MARUTI,EQ,2017-05-24,6878.85,6903.0,6912.55,6813.0,6865.0,6869.65,6863.75,433647,2976444464.5,48950,191595,44.18,5,2017,6850.8867973980305,-0.13374328557826942,Slight or No change
8,MARUTI,EQ,2017-05-25,6869.65,6879.95,7018.0,6835.0,6970.0,6985.7,6916.65,435721,3013729805.95,44648,177404,40.72,5,2017,6857.113585460981,1.689314593902158,Positive
9,MARUTI,EQ,2017-05-26,6985.7,6971.15,7085.05,6936.2,7068.05,7064.8,7049.7,373937,2636144373.95,30388,92677,24.78,5,2017,6871.586867305783,1.1323131540146303,Positive
10,MARUTI,EQ,2017-05-29,7064.8,7050.0,7197.8,7025.55,7144.0,7134.45,7130.02,427378,3047215056.0,46353,131172,30.69,5,2017,6892.028541627222,0.9858736269958035,Slight positive
11,MARUTI,EQ,2017-05-30,7134.45,7134.45,7206.6,7084.15,7138.05,7147.5,7136.66,403698,2881054388.05,34630,166452,41.23,5,2017,6909.035684531728,0.18291529129785822,Slight or No change
12,MARUTI,EQ,2017-05-31,7147.5,7138.0,7248.0,7134.95,7219.75,7211.0,7211.55,650259,4689375538.75,69023,355423,54.66,5,2017,6939.500387127718,0.8884225253585232,Slight positive
13,MARUTI,EQ,2017-06-01,7211.0,7242.0,7245.0,7110.1,7150.0,7146.6,7165.03,649217,4651660714.4,74481,276770,42.63,6,2017,6960.104353712242,-0.8930800166412345,Slight negative
14,MARUTI,EQ,2017-06-02,7146.6,7182.0,7187.7,7100.0,7110.6,7114.7,7135.0,310268,2213761589.2,33719,153510,49.48,6,2017,6967.421030662088,-0.446366104161422,Slight or No change
15,MARUTI,EQ,2017-06-05,7114.7,7139.8,7161.9,7091.1,7116.05,7125.7,7126.86,296147,2110599116.05,31551,137016,46.27,6,2017,6973.543059582247,0.15460947053282936,Slight or No change
16,MARUTI,EQ,2017-06-06,7125.7,7134.0,7154.3,7085.05,7118.95,7112.1,7110.16,324579,2307809562.65,45217,197591,60.88,6,2017,6979.060224023578,-0.19085844197762603,Slight or No change
17,MARUTI,EQ,2017-06-07,7112.1,7135.0,7225.0,7107.6,7198.0,7205.7,7189.75,518152,3725380789.55,44672,192737,37.2,6,2017,6991.82046121113,1.3160669844349604,Positive
18,MARUTI,EQ,2017-06-08,7205.7,7199.0,7274.95,7198.0,7260.0,7249.5,7231.51,426525,3084419776.25,56722,229606,53.83,6,2017,7003.202567795923,0.6078521170739926,Slight positive
19,MARUTI,EQ,2017-06-09,7249.5,7271.0,7480.9,7230.0,7474.9,7464.85,7384.15,1122640,8289742220.9,91222,395926,35.27,6,2017,7045.5265583136625,2.9705496930822806,Positive
20,MARUTI,EQ,2017-06-12,7464.85,7445.0,7450.0,7355.5,7375.0,7373.65,7395.21,454342,3359955209.2,45067,192329,42.33,6,2017,7060.573135371191,-1.2217258216843052,Negative
21,MARUTI,EQ,2017-06-13,7373.65,7394.6,7455.0,7335.0,7342.0,7348.95,7394.22,607567,4492481373.45,58498,256546,42.23,6,2017,7078.726785470477,-0.3349765719826703,Slight or No change
22,MARUTI,EQ,2017-06-14,7348.95,7343.0,7392.45,7331.85,7352.0,7351.05,7359.55,277472,2042069845.15,36585,116310,41.92,6,2017,7085.5356578565315,0.028575510787254288,Slight or No change
23,MARUTI,EQ,2017-06-15,7351.05,7348.35,7393.0,7272.15,7302.95,7312.3,7323.55,388150,2842635979.65,44880,166096,42.79,6,2017,7093.343659486584,-0.5271355792709875,Slight negative
24,MARUTI,EQ,2017-06-16,7312.3,7332.0,7360.05,7250.0,7272.0,7263.9,7284.75,547028,3984961154.25,51164,343895,62.87,6,2017,7101.801799613141,-0.6618984450856846,Slight negative
25,MARUTI,EQ,2017-06-19,7263.9,7314.0,7322.15,7235.0,7250.0,7249.25,7267.32,372747,2708872699.55,37153,214919,57.66,6,2017,7106.640012190339,-0.20168229188176623,Slight or No change
26,MARUTI,EQ,2017-06-20,7249.25,7265.0,7283.65,7190.3,7207.05,7207.25,7242.38,757716,5487664321.95,54031,513331,67.75,6,2017,7114.253281536903,-0.5793702796841105,Slight negative
27,MARUTI,EQ,2017-06-21,7207.25,7220.0,7284.5,7153.3,7279.0,7268.2,7227.2,460423,3327567635.15,46064,230633,50.09,6,2017,7117.975766456951,0.8456762287973874,Slight positive
28,MARUTI,EQ,2017-06-22,7268.2,7291.0,7352.0,7288.0,7320.0,7316.1,7326.33,436033,3194523105.05,64237,239676,54.97,6,2017,7124.282087076605,0.6590352494427965,Slight positive
29,MARUTI,EQ,2017-06-23,7316.1,7321.25,7331.65,7205.0,7225.0,7219.15,7235.37,355854,2574735785.95,53841,178046,50.03,6,2017,7126.9599946077515,-1.3251595795574223,Negative
30,MARUTI,EQ,2017-06-27,7219.15,7239.5,7267.2,7155.1,7175.0,7183.35,7190.3,365667,2629253656.9,42155,177272,48.48,6,2017,7128.491060831548,-0.4959032573086719,Slight or No change
31,MARUTI,EQ,2017-06-28,7183.35,7213.95,7324.0,7205.0,7230.1,7225.05,7259.6,637214,4625918523.6,61871,308168,48.36,6,2017,7133.79048764752,0.5805090939464241,Slight positive
32,MARUTI,EQ,2017-06-29,7225.05,7254.9,7290.0,7205.0,7213.8,7224.35,7238.32,543979,3937495489.85,40635,303446,55.78,6,2017,7137.277065534239,-0.009688514266337211,Slight or No change
33,MARUTI,EQ,2017-06-30,7224.35,7214.8,7233.6,7157.15,7201.25,7217.6,7193.36,367886,2646335813.4,48492,198560,53.97,6,2017,7138.514250264772,-0.09343401136434615,Slight or No change
34,MARUTI,EQ,2017-07-03,7217.6,7238.9,7365.0,7211.2,7359.0,7354.0,7322.32,556846,4077405610.5,58041,220432,39.59,7,2017,7144.453344339405,1.8898248725337963,Positive
35,MARUTI,EQ,2017-07-04,7354.0,7386.0,7415.05,7340.0,7364.0,7376.15,7377.94,428293,3159920421.6,45813,169247,39.52,7,2017,7150.115316879418,0.30119662768561817,Slight or No change
36,MARUTI,EQ,2017-07-05,7376.15,7374.75,7394.0,7332.0,7378.0,7377.65,7367.13,273869,2017627913.15,40371,152185,55.57,7,2017,7153.429023838069,0.020335812042859835,Slight or No change
37,MARUTI,EQ,2017-07-06,7377.65,7377.65,7498.0,7376.2,7476.75,7474.05,7455.72,416512,3105395941.65,48144,186357,44.74,7,2017,7160.289665081462,1.306649136242588,Positive
38,MARUTI,EQ,2017-07-07,7474.05,7470.0,7474.05,7420.0,7428.0,7432.8,7437.78,339803,2527380002.1,32659,189042,55.63,7,2017,7165.334179494573,-0.5519096072410523,Slight negative
39,MARUTI,EQ,2017-07-10,7432.8,7500.5,7500.5,6700.0,7433.3,7430.45,7437.62,47433,352788666.4,4351,22111,46.62,7,2017,7166.023385800423,-0.031616618232699345,Slight or No change
40,MARUTI,EQ,2017-07-11,7430.45,7473.9,7495.0,7400.0,7452.2,7457.0,7444.31,423681,3154012268.35,56319,230854,54.49,7,2017,7172.176079430946,0.35731348707011,Slight or No change
41,MARUTI,EQ,2017-07-12,7457.0,7485.0,7485.0,7435.1,7463.1,7476.65,7466.77,233096,1740473302.15,28925,119139,51.11,7,2017,7175.7163934989985,0.2635107952259519,Slight or No change
42,MARUTI,EQ,2017-07-13,7476.65,7490.0,7574.5,7465.15,7561.0,7567.55,7535.89,472029,3557157294.85,42641,232821,49.32,7,2017,7184.27338805569,1.2157851444162926,Positive
43,MARUTI,EQ,2017-07-14,7567.55,7574.95,7588.95,7520.0,7560.9,7557.25,7551.75,267450,2019714625.95,37160,107831,40.32,7,2017,7189.154355104169,-0.13610745882088882,Slight or No change
44,MARUTI,EQ,2017-07-17,7557.25,7571.95,7578.0,7504.3,7508.8,7522.3,7533.01,289180,2178395267.9,44010,194450,67.24,7,2017,7194.022743243947,-0.4624698137550065,Slight or No change
45,MARUTI,EQ,2017-07-18,7522.3,7525.0,7591.5,7515.0,7538.0,7549.35,7561.58,387214,2927950723.55,68082,265121,68.47,7,2017,7200.8612387531675,0.3595974635417276,Slight or No change
46,MARUTI,EQ,2017-07-19,7549.35,7564.25,7584.0,7535.0,7555.55,7561.5,7561.92,223986,1693764179.6,41923,119098,53.17,7,2017,7204.705688932047,0.1609410081662599,Slight or No change
47,MARUTI,EQ,2017-07-20,7561.5,7580.0,7584.5,7480.05,7495.0,7490.95,7509.19,290547,2181771499.25,43947,180912,62.27,7,2017,7208.853886450699,-0.9330159359915435,Slight negative
48,MARUTI,EQ,2017-07-21,7490.95,7500.0,7549.9,7445.0,7529.0,7543.0,7510.65,434483,3263251529.6,52723,244127,56.19,7,2017,7214.879560929744,0.694838438382317,Slight positive
49,MARUTI,EQ,2017-07-24,7543.0,7554.0,7569.0,7495.0,7538.3,7554.55,7536.89,357195,2692138343.75,47264,217768,60.97,7,2017,7220.079805324019,0.15312209996023451,Slight or No change
50,MARUTI,EQ,2017-07-25,7554.55,7573.0,7573.0,7493.55,7500.0,7504.85,7522.08,323585,2434031513.05,68674,209230,64.66,7,2017,7224.434286785116,-0.6578816739580717,Slight negative
51,MARUTI,EQ,2017-07-26,7504.85,7539.0,7595.0,7504.0,7576.0,7565.25,7546.4,377790,2850954339.95,57294,221051,58.51,7,2017,7229.764576316761,0.8048128876659622,Slight positive
52,MARUTI,EQ,2017-07-27,7565.25,7615.0,7683.4,7536.0,7570.0,7599.6,7614.31,1148259,8743197157.95,89004,276048,24.04,7,2017,7248.187437021353,0.45404976702687616,Slight or No change
53,MARUTI,EQ,2017-07-28,7599.6,7617.0,7673.6,7584.0,7624.1,7630.45,7628.19,459181,3502719276.0,40044,197321,42.97,7,2017,7255.330729266906,0.4059424180219873,Slight or No change
54,MARUTI,EQ,2017-07-31,7630.45,7664.0,7765.0,7651.0,7745.1,7750.05,7729.18,505371,3906101481.4,50366,262226,51.89,7,2017,7264.935458062992,1.5674042815299272,Positive
55,MARUTI,EQ,2017-08-01,7750.05,7759.9,7920.0,7725.0,7855.0,7856.1,7852.81,1096934,8614019508.65,95741,517735,47.2,8,2017,7289.709724863925,1.3683782685272927,Positive
56,MARUTI,EQ,2017-08-02,7856.1,7878.9,7880.0,7775.0,7784.9,7795.5,7820.73,414448,3241284717.4,54770,223096,53.83,8,2017,7298.032273058937,-0.7713751097873089,Slight negative
57,MARUTI,EQ,2017-08-03,7795.5,7794.0,7829.0,7711.0,7750.0,7737.4,7754.12,287116,2226332584.25,40515,152494,53.11,8,2017,7302.931087404782,-0.7453017766660297,Slight negative
58,MARUTI,EQ,2017-08-04,7737.4,7750.0,7804.9,7740.0,7775.0,7770.3,7773.88,325021,2526674563.35,35254,158758,48.85,8,2017,7308.588550043401,0.4252074340217682,Slight or No change
59,MARUTI,EQ,2017-08-07,7770.3,7779.5,7892.35,7771.0,7845.0,7838.65,7846.65,327318,2568350274.3,44503,143208,43.75,8,2017,7315.020101669216,0.8796314170623987,Slight positive
60,MARUTI,EQ,2017-08-08,7838.65,7849.0,7885.0,7736.9,7762.0,7755.9,7790.15,319951,2492466150.4,37840,130310,40.73,8,2017,7320.50747964076,-1.0556664731809717,Negative
61,MARUTI,EQ,2017-08-09,7755.9,7759.0,7795.0,7639.1,7654.95,7661.6,7722.02,285089,2201462995.05,28758,126346,44.32,8,2017,7324.597280810085,-1.215848579790857,Negative
62,MARUTI,EQ,2017-08-10,7661.6,7637.35,7640.0,7538.9,7600.35,7578.75,7589.69,385730,2927570408.8,63051,193165,50.08,8,2017,7328.201069907669,-1.0813668163307977,Negative
63,MARUTI,EQ,2017-08-11,7578.75,7501.9,7533.8,7380.0,7480.0,7457.4,7462.49,676390,5047556976.35,71324,375421,55.5,8,2017,7331.327755187405,-1.6011875309252854,Negative
64,MARUTI,EQ,2017-08-14,7457.4,7516.0,7647.0,7515.0,7594.9,7608.45,7597.84,328598,2496635810.55,40458,109842,33.43,8,2017,7334.308631867953,2.0255048676482534,Positive
65,MARUTI,EQ,2017-08-16,7608.45,7649.1,7720.1,7585.05,7715.0,7701.15,7667.42,488766,3747576507.1,51358,204795,41.9,8,2017,7339.759763314308,1.218382193482248,Positive
66,MARUTI,EQ,2017-08-17,7701.15,7701.0,7708.85,7565.0,7575.0,7582.45,7628.97,321296,2451157583.0,32268,127876,39.8,8,2017,7342.8377612524455,-1.5413282431844588,Negative
67,MARUTI,EQ,2017-08-18,7582.45,7551.0,7624.0,7531.35,7594.9,7598.8,7575.2,332924,2521965187.95,44490,153437,46.09,8,2017,7345.372287789705,0.21562951288831567,Slight or No change
68,MARUTI,EQ,2017-08-21,7598.8,7629.0,7658.05,7490.0,7503.8,7501.9,7551.36,277519,2095645278.8,34374,107382,38.69,8,2017,7347.228336134294,-1.2752013475812007,Negative
69,MARUTI,EQ,2017-08-22,7501.9,7540.0,7567.5,7475.1,7507.85,7496.1,7508.61,278131,2088377613.55,37257,103984,37.39,8,2017,7348.67262679925,-0.07731374718403794,Slight or No change
70,MARUTI,EQ,2017-08-23,7496.1,7548.0,7590.0,7501.0,7570.0,7573.05,7552.37,258051,1948896428.9,32876,76894,29.8,8,2017,7350.350081328174,1.0265337975747357,Positive
71,MARUTI,EQ,2017-08-24,7573.05,7536.0,7635.0,7483.6,7609.95,7612.85,7567.76,436912,3306445863.75,35771,196033,44.87,8,2017,7353.339726183237,0.5255478307947259,Slight positive
72,MARUTI,EQ,2017-08-28,7612.85,7649.0,7649.0,7568.05,7575.2,7579.0,7596.99,391028,2970634097.7,53876,237910,60.84,8,2017,7356.301887944233,-0.44464293924089127,Slight or No change
73,MARUTI,EQ,2017-08-29,7579.0,7565.0,7575.55,7495.05,7507.85,7521.5,7528.8,368309,2772923688.65,44461,179324,48.69,8,2017,7358.254814033307,-0.7586752869771729,Slight negative
74,MARUTI,EQ,2017-08-30,7521.5,7603.0,7639.35,7532.5,7559.9,7557.45,7580.64,471048,3570846999.4,66653,210250,44.63,8,2017,7361.428886673103,0.4779631722395816,Slight or No change
75,MARUTI,EQ,2017-08-31,7557.45,7564.9,7720.4,7532.0,7720.0,7700.3,7654.15,586954,4492634864.65,58236,251970,42.93,8,2017,7366.543914276598,1.89018782790491,Positive
76,MARUTI,EQ,2017-09-01,7700.3,7747.5,7834.9,7730.0,7807.0,7812.3,7800.66,627407,4894185802.5,56655,219393,34.97,9,2017,7374.503821682685,1.454488786151198,Positive
77,MARUTI,EQ,2017-09-04,7812.3,7840.0,7876.0,7756.75,7804.95,7821.5,7822.24,362724,2837314016.5,33764,67830,18.7,9,2017,7379.200293497071,0.1177630147331854,Slight or No change
78,MARUTI,EQ,2017-09-05,7821.5,7843.0,7855.95,7801.0,7817.0,7817.2,7828.47,182518,1428836167.8,20755,62635,34.32,9,2017,7381.559140911231,-0.054976666879757996,Slight or No change
79,MARUTI,EQ,2017-09-06,7817.2,7800.0,7904.0,7770.0,7851.35,7846.65,7849.13,340420,2672001273.2,31039,76899,22.59,9,2017,7386.093514430176,0.37673335721228884,Slight or No change
80,MARUTI,EQ,2017-09-07,7846.65,7888.0,7949.0,7858.5,7920.0,7919.2,7915.91,389478,3083071578.65,43184,153101,39.31,9,2017,7391.907461990132,0.9245983954936143,Slight positive
81,MARUTI,EQ,2017-09-08,7919.2,7940.45,7979.75,7892.0,7968.0,7970.75,7951.99,341309,2714085580.1,38432,98137,28.75,9,2017,7397.242114158715,0.6509495908677776,Slight positive
82,MARUTI,EQ,2017-09-11,7970.75,8000.0,8168.0,8000.0,8144.0,8142.4,8108.94,547463,4439345930.9,53484,220154,40.21,9,2017,7407.951680587043,2.153498729730563,Positive
83,MARUTI,EQ,2017-09-12,8142.4,8192.0,8192.0,8116.0,8136.3,8154.5,8157.53,387447,3160611115.65,33808,166881,43.07,9,2017,7415.850281049608,0.1486048339556012,Slight or No change
84,MARUTI,EQ,2017-09-13,8154.5,8161.9,8200.0,8100.15,8110.45,8122.6,8151.6,371832,3031024979.3,34721,203726,54.79,9,2017,7423.216215648653,-0.3911950456802926,Slight or No change
85,MARUTI,EQ,2017-09-14,8122.6,8139.95,8164.95,8042.05,8071.3,8070.25,8088.42,293890,2377104613.0,36115,99509,33.86,9,2017,7428.4385840689,-0.6444980671213685,Slight negative
86,MARUTI,EQ,2017-09-15,8070.25,8076.95,8119.1,8043.5,8099.0,8099.75,8092.26,400099,3237704045.35,31988,228565,57.13,9,2017,7435.458462850551,0.3655401009881931,Slight or No change
87,MARUTI,EQ,2017-09-18,8099.75,8130.7,8185.0,8130.7,8168.0,8157.85,8160.0,219992,1795134282.25,22767,100409,45.64,9,2017,7439.64700741322,0.7173060896941363,Slight positive
88,MARUTI,EQ,2017-09-19,8157.85,8178.0,8184.95,8124.45,8143.9,8131.7,8155.04,245577,2002689705.5,26708,135456,55.16,9,2017,7444.234038836022,-0.32055014495241396,Slight or No change
89,MARUTI,EQ,2017-09-20,8131.7,8164.4,8164.4,8109.1,8118.5,8120.15,8124.92,185837,1509911111.25,24416,98768,53.15,9,2017,7447.520860722015,-0.14203672048895832,Slight or No change
90,MARUTI,EQ,2017-09-21,8120.15,8101.0,8170.9,8075.1,8170.0,8144.95,8120.19,258168,2096373370.4,31776,132281,51.24,9,2017,7452.003125843886,0.3054130773446406,Slight or No change
91,MARUTI,EQ,2017-09-22,8144.95,8145.0,8175.5,8050.0,8058.0,8068.2,8101.02,366359,2967882620.75,55761,179857,49.09,9,2017,7458.082643891812,-0.9423016715879196,Slight negative
92,MARUTI,EQ,2017-09-25,8068.2,8074.0,8089.0,7855.05,7978.15,7964.95,7929.98,626129,4965189872.65,60944,327164,52.25,9,2017,7465.518312292687,-1.2797154259934107,Negative
93,MARUTI,EQ,2017-09-26,7964.95,7980.0,7980.05,7869.1,7879.0,7889.9,7910.53,440508,3484652885.95,52873,257433,58.44,9,2017,7470.397481810253,-0.9422532470385936,Slight negative
94,MARUTI,EQ,2017-09-27,7889.9,7949.0,7978.0,7715.0,7735.0,7739.95,7831.68,564788,4423236344.65,48920,218687,38.72,9,2017,7475.405784207214,-1.9005310586952873,Negative
95,MARUTI,EQ,2017-09-28,7739.95,7735.1,7920.0,7651.0,7902.3,7897.35,7820.87,768225,6008189951.05,72357,318837,41.5,9,2017,7481.799257981055,2.0336048682485064,Positive
96,MARUTI,EQ,2017-09-29,7897.35,7960.0,8007.8,7925.0,7984.0,7978.2,7970.25,486217,3875272090.2,55603,230262,47.36,9,2017,7487.454339640375,1.0237611350642828,Positive
97,MARUTI,EQ,2017-10-03,7978.2,8055.35,8069.05,7855.0,7867.15,7888.3,7911.91,516298,4084902733.95,78087,225861,43.75,10,2017,7492.609167122669,-1.1268205860971103,Negative
98,MARUTI,EQ,2017-10-04,7888.3,7894.0,7933.9,7830.6,7838.0,7847.2,7883.88,301347,2375782274.15,33581,120614,40.02,10,2017,7495.363130219053,-0.5210248088941882,Slight negative
99,MARUTI,EQ,2017-10-05,7847.2,7836.0,7901.0,7807.2,7832.0,7831.05,7850.97,272177,2136853487.95,36700,94712,34.8,10,2017,7497.609509995296,-0.20580589254765025,Slight or No change
100,MARUTI,EQ,2017-10-06,7831.05,7864.95,7919.0,7845.05,7906.9,7903.2,7882.2,440453,3471740181.75,36002,154233,35.02,10,2017,7501.501239532855,0.9213323883770386,Slight positive
101,MARUTI,EQ,2017-10-09,7903.2,7909.0,7957.0,7866.7,7891.2,7896.7,7906.04,261839,2070109977.9,34666,115479,44.1,10,2017,7503.9202307724045,-0.08224516651482716,Slight or No change
102,MARUTI,EQ,2017-10-10,7896.7,7890.5,7934.9,7885.3,7886.0,7893.7,7909.7,224485,1775607927.2,32869,126536,56.37,10,2017,7505.989880189024,-0.03799055301582088,Slight or No change
103,MARUTI,EQ,2017-10-11,7893.7,7892.0,7898.85,7801.0,7830.0,7825.15,7837.28,644166,5048507647.45,96296,401237,62.29,10,2017,7510.76863955842,-0.8684140517121297,Slight negative
104,MARUTI,EQ,2017-10-12,7825.15,7845.0,7918.0,7830.0,7897.85,7904.25,7878.22,396436,3123209690.05,33477,157885,39.83,10,2017,7514.00192067235,1.0108432426215508,Positive
105,MARUTI,EQ,2017-10-13,7904.25,7900.0,7940.0,7860.05,7872.0,7874.15,7885.25,328108,2587212307.2,38728,203901,62.14,10,2017,7516.686030097678,-0.3808077932757725,Slight or No change
106,MARUTI,EQ,2017-10-16,7874.15,7900.0,7935.0,7814.0,7847.0,7842.0,7854.84,502632,3948095685.8,58158,275290,54.77,10,2017,7520.390278946162,-0.4082980385184398,Slight or No change
107,MARUTI,EQ,2017-10-17,7842.0,7851.0,7902.3,7830.9,7856.0,7838.9,7861.99,304861,2396813464.25,29378,135132,44.33,10,2017,7522.644927972662,-0.039530731956138876,Slight or No change
108,MARUTI,EQ,2017-10-18,7838.9,7859.0,7873.05,7748.2,7780.0,7784.05,7802.69,489207,3817131311.9,45687,171926,35.14,10,2017,7525.579904148826,-0.6997155213103845,Slight negative
109,MARUTI,EQ,2017-10-19,7784.05,7803.0,7803.0,7690.0,7694.0,7731.1,7754.3,115449,895226478.5,13032,58460,50.64,10,2017,7526.144198463666,-0.680237151611307,Slight negative
110,MARUTI,EQ,2017-10-23,7731.1,7748.8,7860.0,7714.0,7859.0,7818.5,7769.78,471496,3663420846.2,60700,237896,50.46,10,2017,7528.574589933332,1.1304988940771699,Positive
111,MARUTI,EQ,2017-10-24,7818.5,7865.3,7932.2,7841.6,7875.0,7875.0,7888.17,354257,2794441066.65,41502,155480,43.89,10,2017,7531.24973146713,0.7226450086333713,Slight positive
112,MARUTI,EQ,2017-10-25,7875.0,7930.0,7945.0,7810.3,7855.1,7870.2,7870.86,254379,2002181670.2,34624,125543,49.35,10,2017,7533.054254673002,-0.060952380952383756,Slight or No change
113,MARUTI,EQ,2017-10-26,7870.2,7900.0,8086.0,7866.2,8063.6,8068.05,8006.01,684763,5482222450.5,67778,305073,44.55,10,2017,7539.723754918321,2.5139132423572574,Positive
114,MARUTI,EQ,2017-10-27,8068.05,8123.95,8240.0,8062.6,8101.2,8114.45,8173.53,1201080,9817058884.75,93252,276626,23.03,10,2017,7555.022279950314,0.5751079876797904,Slight positive
115,MARUTI,EQ,2017-10-30,8114.45,8200.0,8279.0,8163.3,8195.0,8195.25,8228.63,726605,5978960903.35,74718,425517,58.56,10,2017,7564.71689866179,0.9957544873651303,Slight positive
116,MARUTI,EQ,2017-10-31,8195.25,8195.0,8226.5,8167.2,8220.0,8211.25,8203.57,318652,2614085103.9,42480,160128,50.25,10,2017,7568.723816678635,0.19523504469052266,Slight or No change
117,MARUTI,EQ,2017-11-01,8211.25,8251.0,8256.45,8160.0,8246.0,8238.4,8211.73,631375,5184682776.15,64104,374692,59.35,11,2017,7576.616622933359,0.3306439336276501,Slight or No change
118,MARUTI,EQ,2017-11-02,8238.4,8250.0,8273.95,8201.0,8227.6,8225.8,8232.59,247753,2039647678.7,29360,143780,58.03,11,2017,7579.761091163909,-0.15294231889687593,Slight or No change
119,MARUTI,EQ,2017-11-03,8225.8,8235.0,8242.9,8175.0,8220.0,8219.4,8211.87,288916,2372539982.6,28858,162490,56.24,11,2017,7583.274952537881,-0.07780398259135124,Slight or No change
120,MARUTI,EQ,2017-11-06,8219.4,8209.5,8370.55,8199.35,8305.0,8310.2,8311.45,392588,3262975798.95,53195,179650,45.76,11,2017,7588.734111525711,1.1047035063386668,Positive
121,MARUTI,EQ,2017-11-07,8310.2,8348.0,8348.0,8210.0,8218.0,8220.3,8258.42,348296,2876376265.5,38541,196157,56.32,11,2017,7593.158910437576,-1.0818030853649852,Negative
